DEPARTAMENTO;MUNICIPIO;PRODUCTO;MONEDA;MES;ANO;PRECIO
Valle Del Cauca;Cali;Apples (red) - Retail;COP;1;2014;1.933
Valle Del Cauca;Cali;Apples (red) - Retail;COP;12;2014;1.933
Valle Del Cauca;Cali;Apples (red) - Retail;COP;1;2015;2.590
Valle Del Cauca;Cali;Apples (red) - Retail;COP;12;2015;2.590
Valle Del Cauca;Cali;Apples (red) - Retail;COP;1;2016;2.890
Valle Del Cauca;Cali;Apples (red) - Retail;COP;12;2016;2.890
Valle Del Cauca;Cali;Apples (red) - Retail;COP;1;2017;2.550
Valle Del Cauca;Cali;Apples (red) - Retail;COP;12;2017;2.550
Valle Del Cauca;Cali;Apples (red) - Retail;COP;1;2018;2.910
Valle Del Cauca;Cali;Apples (red) - Retail;COP;12;2018;2.910
Amazonas;Leticia;Apples (red) - Retail;COP;1;2006;1.133
Amazonas;Leticia;Apples (red) - Retail;COP;12;2006;1.133
Amazonas;Leticia;Apples (red) - Retail;COP;1;2007;998
Amazonas;Leticia;Apples (red) - Retail;COP;12;2007;998
Amazonas;Leticia;Apples (red) - Retail;COP;1;2008;1.250
Amazonas;Leticia;Apples (red) - Retail;COP;12;2008;1.250
Amazonas;Leticia;Apples (red) - Retail;COP;1;2009;1.620
Amazonas;Leticia;Apples (red) - Retail;COP;12;2009;1.620
Amazonas;Leticia;Apples (red) - Retail;COP;1;2010;1.525
Amazonas;Leticia;Apples (red) - Retail;COP;12;2010;1.525
Amazonas;Leticia;Apples (red) - Retail;COP;1;2011;1.731
Amazonas;Leticia;Apples (red) - Retail;COP;12;2011;1.731
Amazonas;Leticia;Apples (red) - Retail;COP;1;2012;1.843
Amazonas;Leticia;Apples (red) - Retail;COP;12;2012;1.843
Amazonas;Leticia;Apples (red) - Retail;COP;1;2013;2.260
Amazonas;Leticia;Apples (red) - Retail;COP;12;2013;2.260
Amazonas;Leticia;Apples (red) - Retail;COP;1;2014;1.933
Amazonas;Leticia;Apples (red) - Retail;COP;12;2014;1.933
Amazonas;Leticia;Apples (red) - Retail;COP;1;2015;2.590
Amazonas;Leticia;Apples (red) - Retail;COP;12;2015;2.590
Amazonas;Leticia;Apples (red) - Retail;COP;1;2016;2.890
Amazonas;Leticia;Apples (red) - Retail;COP;12;2016;2.890
Amazonas;Leticia;Apples (red) - Retail;COP;1;2017;2.550
Amazonas;Leticia;Apples (red) - Retail;COP;12;2017;2.550
Amazonas;Leticia;Apples (red) - Retail;COP;1;2018;2.910
Amazonas;Leticia;Apples (red) - Retail;COP;12;2018;2.910
Choco;Quibdo;Apples (red) - Retail;COP;1;2006;1.133
Choco;Quibdo;Apples (red) - Retail;COP;12;2006;1.133
Choco;Quibdo;Apples (red) - Retail;COP;1;2007;998
Choco;Quibdo;Apples (red) - Retail;COP;12;2007;998
Choco;Quibdo;Apples (red) - Retail;COP;1;2008;1.250
Choco;Quibdo;Apples (red) - Retail;COP;12;2008;1.250
Choco;Quibdo;Apples (red) - Retail;COP;1;2009;1.620
Choco;Quibdo;Apples (red) - Retail;COP;12;2009;1.620
Choco;Quibdo;Apples (red) - Retail;COP;1;2010;1.525
Choco;Quibdo;Apples (red) - Retail;COP;12;2010;1.525
Choco;Quibdo;Apples (red) - Retail;COP;1;2011;1.731
Choco;Quibdo;Apples (red) - Retail;COP;12;2011;1.731
Choco;Quibdo;Apples (red) - Retail;COP;1;2012;1.843
Choco;Quibdo;Apples (red) - Retail;COP;12;2012;1.843
Choco;Quibdo;Apples (red) - Retail;COP;1;2013;2.260
Choco;Quibdo;Apples (red) - Retail;COP;12;2013;2.260
Choco;Quibdo;Apples (red) - Retail;COP;1;2014;1.933
Choco;Quibdo;Apples (red) - Retail;COP;12;2014;1.933
Choco;Quibdo;Apples (red) - Retail;COP;1;2015;2.590
Choco;Quibdo;Apples (red) - Retail;COP;12;2015;2.590
Choco;Quibdo;Apples (red) - Retail;COP;1;2016;2.890
Choco;Quibdo;Apples (red) - Retail;COP;12;2016;2.890
Choco;Quibdo;Apples (red) - Retail;COP;1;2017;2.550
Choco;Quibdo;Apples (red) - Retail;COP;12;2017;2.550
Choco;Quibdo;Apples (red) - Retail;COP;1;2018;2.910
Choco;Quibdo;Apples (red) - Retail;COP;12;2018;2.910
Cordoba;Monteria;Apples (red) - Retail;COP;1;2006;1.133
Cordoba;Monteria;Apples (red) - Retail;COP;12;2006;1.133
Cordoba;Monteria;Apples (red) - Retail;COP;1;2007;998
Cordoba;Monteria;Apples (red) - Retail;COP;12;2007;998
Cordoba;Monteria;Apples (red) - Retail;COP;1;2008;1.250
Cordoba;Monteria;Apples (red) - Retail;COP;12;2008;1.250
Cordoba;Monteria;Apples (red) - Retail;COP;1;2009;1.620
Cordoba;Monteria;Apples (red) - Retail;COP;12;2009;1.620
Cordoba;Monteria;Apples (red) - Retail;COP;1;2010;1.525
Cordoba;Monteria;Apples (red) - Retail;COP;12;2010;1.525
Cordoba;Monteria;Apples (red) - Retail;COP;1;2011;1.731
Cordoba;Monteria;Apples (red) - Retail;COP;12;2011;1.731
Cordoba;Monteria;Apples (red) - Retail;COP;1;2012;1.843
Cordoba;Monteria;Apples (red) - Retail;COP;12;2012;1.843
Cordoba;Monteria;Apples (red) - Retail;COP;1;2013;2.260
Cordoba;Monteria;Apples (red) - Retail;COP;12;2013;2.260
Cordoba;Monteria;Apples (red) - Retail;COP;1;2014;1.933
Cordoba;Monteria;Apples (red) - Retail;COP;12;2014;1.933
Cordoba;Monteria;Apples (red) - Retail;COP;1;2015;2.590
Cordoba;Monteria;Apples (red) - Retail;COP;12;2015;2.590
Cordoba;Monteria;Apples (red) - Retail;COP;1;2016;2.890
Cordoba;Monteria;Apples (red) - Retail;COP;12;2016;2.890
Cordoba;Monteria;Apples (red) - Retail;COP;1;2017;2.550
Cordoba;Monteria;Apples (red) - Retail;COP;12;2017;2.550
Cordoba;Monteria;Apples (red) - Retail;COP;1;2018;2.910
Cordoba;Monteria;Apples (red) - Retail;COP;12;2018;2.910
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2006;1.133
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2006;1.133
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2007;998
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2007;998
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2008;1.250
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2008;1.250
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2009;1.620
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2009;1.620
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2010;1.525
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2010;1.525
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2011;1.731
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2011;1.731
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2012;1.843
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2012;1.843
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2013;2.260
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2013;2.260
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2014;1.933
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2014;1.933
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2015;2.590
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2015;2.590
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2016;2.890
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2016;2.890
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2017;2.550
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2017;2.550
Vichada;Puerto Carreno;Apples (red) - Retail;COP;1;2018;2.910
Vichada;Puerto Carreno;Apples (red) - Retail;COP;12;2018;2.910
Arauca;Arauca;Apples (red) - Retail;COP;1;2006;1.133
Arauca;Arauca;Apples (red) - Retail;COP;12;2006;1.133
Arauca;Arauca;Apples (red) - Retail;COP;1;2007;998
Arauca;Arauca;Apples (red) - Retail;COP;12;2007;998
Arauca;Arauca;Apples (red) - Retail;COP;1;2008;1.250
Arauca;Arauca;Apples (red) - Retail;COP;12;2008;1.250
Arauca;Arauca;Apples (red) - Retail;COP;1;2009;1.620
Arauca;Arauca;Apples (red) - Retail;COP;12;2009;1.620
Arauca;Arauca;Apples (red) - Retail;COP;1;2010;1.525
Arauca;Arauca;Apples (red) - Retail;COP;12;2010;1.525
Arauca;Arauca;Apples (red) - Retail;COP;1;2011;1.731
Arauca;Arauca;Apples (red) - Retail;COP;12;2011;1.731
Arauca;Arauca;Apples (red) - Retail;COP;1;2012;1.843
Arauca;Arauca;Apples (red) - Retail;COP;12;2012;1.843
Arauca;Arauca;Apples (red) - Retail;COP;1;2013;2.260
Arauca;Arauca;Apples (red) - Retail;COP;12;2013;2.260
Arauca;Arauca;Apples (red) - Retail;COP;1;2014;1.933
Arauca;Arauca;Apples (red) - Retail;COP;12;2014;1.933
Arauca;Arauca;Apples (red) - Retail;COP;1;2015;2.590
Arauca;Arauca;Apples (red) - Retail;COP;12;2015;2.590
Arauca;Arauca;Apples (red) - Retail;COP;1;2016;2.890
Arauca;Arauca;Apples (red) - Retail;COP;12;2016;2.890
Arauca;Arauca;Apples (red) - Retail;COP;1;2017;2.550
Arauca;Arauca;Apples (red) - Retail;COP;12;2017;2.550
Arauca;Arauca;Apples (red) - Retail;COP;1;2018;2.910
Arauca;Arauca;Apples (red) - Retail;COP;12;2018;2.910
Caqueta;Florencia;Apples (red) - Retail;COP;1;2006;1.133
Caqueta;Florencia;Apples (red) - Retail;COP;12;2006;1.133
Caqueta;Florencia;Apples (red) - Retail;COP;1;2007;998
Caqueta;Florencia;Apples (red) - Retail;COP;12;2007;998
Caqueta;Florencia;Apples (red) - Retail;COP;1;2008;1.250
Caqueta;Florencia;Apples (red) - Retail;COP;12;2008;1.250
Caqueta;Florencia;Apples (red) - Retail;COP;1;2009;1.620
Caqueta;Florencia;Apples (red) - Retail;COP;12;2009;1.620
Caqueta;Florencia;Apples (red) - Retail;COP;1;2010;1.525
Caqueta;Florencia;Apples (red) - Retail;COP;12;2010;1.525
Caqueta;Florencia;Apples (red) - Retail;COP;1;2011;1.731
Caqueta;Florencia;Apples (red) - Retail;COP;12;2011;1.731
Caqueta;Florencia;Apples (red) - Retail;COP;1;2012;1.843
Caqueta;Florencia;Apples (red) - Retail;COP;12;2012;1.843
Caqueta;Florencia;Apples (red) - Retail;COP;1;2013;2.260
Caqueta;Florencia;Apples (red) - Retail;COP;12;2013;2.260
Caqueta;Florencia;Apples (red) - Retail;COP;1;2014;1.933
Caqueta;Florencia;Apples (red) - Retail;COP;12;2014;1.933
Caqueta;Florencia;Apples (red) - Retail;COP;1;2015;2.590
Caqueta;Florencia;Apples (red) - Retail;COP;12;2015;2.590
Caqueta;Florencia;Apples (red) - Retail;COP;1;2016;2.890
Caqueta;Florencia;Apples (red) - Retail;COP;12;2016;2.890
Caqueta;Florencia;Apples (red) - Retail;COP;1;2017;2.550
Caqueta;Florencia;Apples (red) - Retail;COP;12;2017;2.550
Caqueta;Florencia;Apples (red) - Retail;COP;1;2018;2.910
Caqueta;Florencia;Apples (red) - Retail;COP;12;2018;2.910
Guainia;Inirida;Apples (red) - Retail;COP;1;2006;1.133
Guainia;Inirida;Apples (red) - Retail;COP;12;2006;1.133
Guainia;Inirida;Apples (red) - Retail;COP;1;2007;998
Guainia;Inirida;Apples (red) - Retail;COP;12;2007;998
Guainia;Inirida;Apples (red) - Retail;COP;1;2008;1.250
Guainia;Inirida;Apples (red) - Retail;COP;12;2008;1.250
Guainia;Inirida;Apples (red) - Retail;COP;1;2009;1.620
Guainia;Inirida;Apples (red) - Retail;COP;12;2009;1.620
Guainia;Inirida;Apples (red) - Retail;COP;1;2010;1.525
Guainia;Inirida;Apples (red) - Retail;COP;12;2010;1.525
Guainia;Inirida;Apples (red) - Retail;COP;1;2011;1.731
Guainia;Inirida;Apples (red) - Retail;COP;12;2011;1.731
Guainia;Inirida;Apples (red) - Retail;COP;1;2012;1.843
Guainia;Inirida;Apples (red) - Retail;COP;12;2012;1.843
Guainia;Inirida;Apples (red) - Retail;COP;1;2013;2.260
Guainia;Inirida;Apples (red) - Retail;COP;12;2013;2.260
Guainia;Inirida;Apples (red) - Retail;COP;1;2014;1.933
Guainia;Inirida;Apples (red) - Retail;COP;12;2014;1.933
Guainia;Inirida;Apples (red) - Retail;COP;1;2015;2.590
Guainia;Inirida;Apples (red) - Retail;COP;12;2015;2.590
Guainia;Inirida;Apples (red) - Retail;COP;1;2016;2.890
Guainia;Inirida;Apples (red) - Retail;COP;12;2016;2.890
Guainia;Inirida;Apples (red) - Retail;COP;1;2017;2.550
Guainia;Inirida;Apples (red) - Retail;COP;12;2017;2.550
Guainia;Inirida;Apples (red) - Retail;COP;1;2018;2.910
Guainia;Inirida;Apples (red) - Retail;COP;12;2018;2.910
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2006;1.133
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2006;1.133
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2007;998
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2007;998
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2008;1.250
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2008;1.250
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2009;1.620
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2009;1.620
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2010;1.525
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2010;1.525
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2011;1.731
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2011;1.731
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2012;1.843
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2012;1.843
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2013;2.260
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2013;2.260
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2014;1.933
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2014;1.933
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2015;2.590
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2015;2.590
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2016;2.890
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2016;2.890
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2017;2.550
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2017;2.550
Putumayo;Mocoa;Apples (red) - Retail;COP;1;2018;2.910
Putumayo;Mocoa;Apples (red) - Retail;COP;12;2018;2.910
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2006;1.133
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2006;1.133
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2007;998
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2007;998
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2008;1.250
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2008;1.250
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2009;1.620
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2009;1.620
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2010;1.525
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2010;1.525
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2011;1.731
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2011;1.731
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2012;1.843
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2012;1.843
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2013;2.260
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2013;2.260
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2014;1.933
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2014;1.933
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2015;2.590
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2015;2.590
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2016;2.890
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2016;2.890
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2017;2.550
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2017;2.550
Atlantico;Barranquilla;Apples (red) - Retail;COP;1;2018;2.910
Atlantico;Barranquilla;Apples (red) - Retail;COP;12;2018;2.910
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2006;1.133
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2006;1.133
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2007;998
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2007;998
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2008;1.250
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2008;1.250
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2009;1.620
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2009;1.620
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2010;1.525
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2010;1.525
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2011;1.731
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2011;1.731
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2012;1.843
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2012;1.843
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2013;2.260
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2013;2.260
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2014;1.933
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2014;1.933
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2015;2.590
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2015;2.590
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2016;2.890
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2016;2.890
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2017;2.550
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2017;2.550
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;1;2018;2.910
San Andres y Providencia;San Andres;Apples (red) - Retail;COP;12;2018;2.910
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2006;1.133
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2006;1.133
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2007;998
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2007;998
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2008;1.250
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2008;1.250
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2009;1.620
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2009;1.620
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2010;1.525
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2010;1.525
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2011;1.731
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2011;1.731
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2012;1.843
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2012;1.843
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2013;2.260
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2013;2.260
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2014;1.933
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2014;1.933
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2015;2.590
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2015;2.590
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2016;2.890
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2016;2.890
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2017;2.550
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2017;2.550
Magdalena;Santa Marta;Apples (red) - Retail;COP;1;2018;2.910
Magdalena;Santa Marta;Apples (red) - Retail;COP;12;2018;2.910
Guaviare;San Jose;Apples (red) - Retail;COP;1;2006;1.133
Guaviare;San Jose;Apples (red) - Retail;COP;12;2006;1.133
Guaviare;San Jose;Apples (red) - Retail;COP;1;2007;998
Guaviare;San Jose;Apples (red) - Retail;COP;12;2007;998
Guaviare;San Jose;Apples (red) - Retail;COP;1;2008;1.250
Guaviare;San Jose;Apples (red) - Retail;COP;12;2008;1.250
Guaviare;San Jose;Apples (red) - Retail;COP;1;2009;1.620
Guaviare;San Jose;Apples (red) - Retail;COP;12;2009;1.620
Guaviare;San Jose;Apples (red) - Retail;COP;1;2010;1.525
Guaviare;San Jose;Apples (red) - Retail;COP;12;2010;1.525
Guaviare;San Jose;Apples (red) - Retail;COP;1;2011;1.731
Guaviare;San Jose;Apples (red) - Retail;COP;12;2011;1.731
Guaviare;San Jose;Apples (red) - Retail;COP;1;2012;1.843
Guaviare;San Jose;Apples (red) - Retail;COP;12;2012;1.843
Guaviare;San Jose;Apples (red) - Retail;COP;1;2013;2.260
Guaviare;San Jose;Apples (red) - Retail;COP;12;2013;2.260
Guaviare;San Jose;Apples (red) - Retail;COP;1;2014;1.933
Guaviare;San Jose;Apples (red) - Retail;COP;12;2014;1.933
Guaviare;San Jose;Apples (red) - Retail;COP;1;2015;2.590
Guaviare;San Jose;Apples (red) - Retail;COP;12;2015;2.590
Guaviare;San Jose;Apples (red) - Retail;COP;1;2016;2.890
Guaviare;San Jose;Apples (red) - Retail;COP;12;2016;2.890
Guaviare;San Jose;Apples (red) - Retail;COP;1;2017;2.550
Guaviare;San Jose;Apples (red) - Retail;COP;12;2017;2.550
Guaviare;San Jose;Apples (red) - Retail;COP;1;2018;2.910
Guaviare;San Jose;Apples (red) - Retail;COP;12;2018;2.910
Vaupes;Mitu;Apples (red) - Retail;COP;1;2006;1.133
Vaupes;Mitu;Apples (red) - Retail;COP;12;2006;1.133
Vaupes;Mitu;Apples (red) - Retail;COP;1;2007;998
Vaupes;Mitu;Apples (red) - Retail;COP;12;2007;998
Vaupes;Mitu;Apples (red) - Retail;COP;1;2008;1.250
Vaupes;Mitu;Apples (red) - Retail;COP;12;2008;1.250
Vaupes;Mitu;Apples (red) - Retail;COP;1;2009;1.620
Vaupes;Mitu;Apples (red) - Retail;COP;12;2009;1.620
Vaupes;Mitu;Apples (red) - Retail;COP;1;2010;1.525
Vaupes;Mitu;Apples (red) - Retail;COP;12;2010;1.525
Vaupes;Mitu;Apples (red) - Retail;COP;1;2011;1.731
Vaupes;Mitu;Apples (red) - Retail;COP;12;2011;1.731
Vaupes;Mitu;Apples (red) - Retail;COP;1;2012;1.843
Vaupes;Mitu;Apples (red) - Retail;COP;12;2012;1.843
Vaupes;Mitu;Apples (red) - Retail;COP;1;2013;2.260
Vaupes;Mitu;Apples (red) - Retail;COP;12;2013;2.260
Vaupes;Mitu;Apples (red) - Retail;COP;1;2014;1.933
Vaupes;Mitu;Apples (red) - Retail;COP;12;2014;1.933
Vaupes;Mitu;Apples (red) - Retail;COP;1;2015;2.590
Vaupes;Mitu;Apples (red) - Retail;COP;12;2015;2.590
Vaupes;Mitu;Apples (red) - Retail;COP;1;2016;2.890
Vaupes;Mitu;Apples (red) - Retail;COP;12;2016;2.890
Vaupes;Mitu;Apples (red) - Retail;COP;1;2017;2.550
Vaupes;Mitu;Apples (red) - Retail;COP;12;2017;2.550
Vaupes;Mitu;Apples (red) - Retail;COP;1;2018;2.910
Vaupes;Mitu;Apples (red) - Retail;COP;12;2018;2.910
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2006;1.133
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2006;1.133
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2007;998
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2007;998
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2008;1.250
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2008;1.250
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2009;1.620
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2009;1.620
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2010;1.525
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2010;1.525
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2011;1.731
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2011;1.731
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2012;1.843
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2012;1.843
Antioquia;Medellin;Apples (red) - Wholesale;COP;1;2013;2.260
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2013;2.260
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2014;1.933
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2014;1.933
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2015;2.590
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2015;2.590
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2016;2.890
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2016;2.890
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2017;2.550
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2017;2.550
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2018;2.910
Antioquia;Medellin;Apples (red) - Wholesale;COP;12;2018;2.910
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2006;1.133
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2006;1.133
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2007;998
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2007;998
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2008;1.250
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2008;1.250
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2009;1.620
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2009;1.620
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2010;1.525
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2010;1.525
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2011;1.731
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2011;1.731
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2012;1.843
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2012;1.843
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2013;2.260
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2013;2.260
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2014;1.933
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2014;1.933
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2015;2.590
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2015;2.590
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2016;2.890
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2016;2.890
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2017;2.550
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2017;2.550
Bolivar;Cartagena;Apples (red) - Wholesale;COP;1;2018;2.910
Bolivar;Cartagena;Apples (red) - Wholesale;COP;12;2018;2.910
